,journalName,journalId,doi,title,pubDay,pubMonth,pubYear,codeLink,codeText,pubDate
0,Scientific Data,41597,10.1038/s41597-024-03317-w,A Dataset for Evaluating Contextualized Representation of Biomedical Concepts in Language Models,4,5,2024,https://github.com/hrouhizadeh/BioWiC,"The entire process, including the development of the dataset and the conduction of experiments, was implemented using the Python programming language. The complete code and dataset are hosted on GitHub at: .",2024-05-04
0,Scientific Data,41597,10.1038/s41597-024-03375-0,transcriptome assembly of a lipoxygenase knock-down strain in the diatom,22,5,2024,,"The article includes a list of software programs, such as de novo transcriptome assembly, pre- and post-assembly procedures, and transcriptome annotation, all of which are specified alongside their respective versions within the Methods section. If specific parameter details are not provided, the programs were used with their default settings.",2024-05-22
0,Scientific Data,41597,10.1038/s41597-024-03147-w,Satellite-based time-series of sea-surface temperature since 1980 for climate applications,29,3,2024,,"[{'sup': [{'xref': {'@ref-type': 'bibr', '@rid': 'CR114', '#text': '114'}}, {'xref': {'@ref-type': 'bibr', '@rid': 'CR127', '#text': '127'}}], 'ext-link': {'@xlink:href': 'https://github.com/bcdev/MMS', '@ext-link-type': 'uri', '#text': 'https://github.com/bcdev/MMS'}, '#text': 'The Multi-sensor Matchup System is available from .'}, {'sup': {'xref': {'@ref-type': 'bibr', '@rid': 'CR43', '#text': '43'}}, '#text': 'SLSTR pre-processing code to regrid Vis/NIR channels to match infrared bands.'}, {'sup': {'xref': {'@ref-type': 'bibr', '@rid': 'CR128', '#text': '128'}}, '#text': 'Code used to validate level 3 and 4 products is available'}]",2024-03-29
0,Scientific Data,41597,10.1038/s41597-024-03261-9,A road surface reconstruction dataset for autonomous driving,6,5,2024,,"[{'sup': {'xref': {'@ref-type': 'bibr', '@rid': 'CR38', '#text': '38'}}, 'ext-link': {'@xlink:href': 'https://github.com/ztsrxh/RSRD_dev_toolkit', '@ext-link-type': 'uri', '#text': 'https://github.com/ztsrxh/RSRD_dev_toolkit'}, 'italic': ['projection.py', 'read_imu_rtk.py', 'data_reader.py', 'Dataloader', 'cam_extrinsic.py'], '#text': 'We provide a development kit programmed with Python language for this dataset, which contains scripts for visualizing and parsing the dataset. The toolkit is available at the code repository (). The  provides functions for reading calibration parameters, reading disparity and depth maps, projecting points onto images and pixels onto points, as well as their visualization. The  shows an example that parses the motion information and convert them into relative location under ENU coordinate. The  implements the  in PyTorch that provides training samples. The  implements the calculation of camera extrinsic parameter between two time clocks. The extrinsic is presented as the translation and rotation matrices from the current time to the origin.'}, 'The code has MIT license for unrestricted usage.']",2024-05-06
0,Scientific Data,41597,10.1038/s41597-024-03290-4,A high-resolution dataset of water bodies distribution over the Tibetan Plateau,4,5,2024,https://github.com/Siyu1993/WaterPreprocessing,"Codes for the dataset pre-processing are written using python, including TIFF read, morphological opening-and-closing operation, TIFF write and mosaic process. The codes are available at: . Then the image could be visualized in QGIS software (V3.16).",2024-05-04
0,Scientific Data,41597,10.1038/s41597-024-03204-4,High-quality faba bean reference transcripts generated using PacBio and Illumina RNA-seq data,9,4,2024,,"No specific code was developed in this work. The parameters of bioinformatics tools and all software used for data processing were described in the Methods section and Supplementary table . If no detailed parameters are mentioned, the default parameters were used.",2024-04-09
0,Scientific Data,41597,10.1038/s41597-024-03319-8,Typical and extreme weather datasets for studying the resilience of buildings to climate change and heatwaves,23,5,2024,https://zenodo.org/record/7300024#.ZBbi4XbMI2x,The source codes to generate these datasets from CORDEX climate data can be found at: .,2024-05-23
0,Scientific Data,41597,10.1038/s41597-024-03149-8,A unified dataset for the city-scale traffic assignment model in 20 U.S. cities,29,3,2024,,"[{'sup': {'xref': {'@ref-type': 'bibr', '@rid': 'CR48', '#text': '48'}}, '#text': 'The guidelines for data retrieval and utilization have been uploaded to GitHub. The specific contents comprise:'}, {'bold': 'Input data introduction.ipynb', '#text': '1. : A brief introduction and data demonstration about the input data for the traffic assignment process in the dataset.'}, {'bold': 'A guide for TransCAD users.md', '#text': '2. : It is a guide for users who want to view and modify the dataset in the Graphical User Interface (GUI) of TransCAD.'}, {'bold': 'AequilibraE_assignmnet.py', '#text': '3. : A Python code file for users who want to get access to the traffic assignment results by using the AqeuilibraE.'}]",2024-03-29
0,Scientific Data,41597,10.1038/s41597-024-03234-y,An EEG Dataset of Neural Signatures in a Competitive Two-Player Game Encouraging Deceptive Behavior,16,4,2024,https://github.com/yiyuchen-lab/DeceptionGame,"The EEG preprocessing, ERP analysis code and code used for classification is avaliable at .",2024-04-16
0,Scientific Data,41597,10.1038/s41597-024-03378-x,"Global high-resolution growth projections dataset for rooftop area consistent with the shared socioeconomic pathways, 2020–2050",30,5,2024,https://doi.org/10.5281/zenodo.11085013,We have documented within the Data Descriptor the Pseudocodes that support the methodology of this study. Codes used for inferencing results along with XGBoost model generated in this study are hosted at Zenodo ().,2024-05-30
0,Scientific Data,41597,10.1038/s41597-024-03179-2,Dataset of building locations in Poland in the 1970s and 1980s,5,4,2024,https://github.com/Szubbi/WallToWallMapingBuildingsPoland,Data processing was performed using the ESRI Arcpy Python Library. Spatial analysis and map production was done using ArcGIS Pro software. Plots were generated with Matplotlib Python Library. Code written for maps processing and detections postprocessing is available at GitHub repository: .,2024-04-05
0,Scientific Data,41597,10.1038/s41597-024-03264-6,A chromosome-level haplotype-resolved genome assembly of oriental tobacco budworm (,6,5,2024,,"['All bioinformatic tools were executed following their respective protocols and manuals. The software version used was described in Methods. Below is detailed parameter information about some bioinformatics tools.', {'bold': 'Genome size estimation'}, 'jellyfish count -C -m 21 -s 50000000000 -t 32 reads_R*.fq -o reads.jf', 'jellyfish histo -t 32 reads.jf >reads.histo', 'genomescope.R -i reads.histo -o output_dir -k 21', {'bold': 'Genome assembly'}, 'hifiasm -o hass --primary -t 48 --h1 hic_read1.fq.gz --h2 hic_read2.fq.gz \\', '--ul ont.reads.fq.gz hifi_reads.fastq.gz 2\u2009>\u2009asm.log', 'yak count -k31 -b37 -t16 -o pat.yak paternal.fq.gz', 'yak count -k31 -b37 -t16 -o mat.yak maternal.fq.gz', 'hifiasm -o hass -t 48 -1 pat.yak -2 mat.yak /dev/null 2\u2009>\u2009asm.trio.log', {'bold': 'Purge haplotigs'}, 'minimap2 -t 48 -ax map-hifi hass.p_ctg.fa hifi_reads.fastq.gz --secondary\u2009=\u2009no | samtools sort -@ 48 -m 1\u2009G -o hifi_read.aln.bam -T tmp.align', 'purge_haplotigs hist -b hifi_read.aln.bam -g hass.p_ctg.fa -t 48', 'purge_haplotigs cov -i hifi_read.aln.bam.gencov -l 15 -m 68 -h 140', 'purge_haplotigs purge -g hass.p_ctg.fa -c coverage_stats.csv -t 48', {'bold': 'Genome sequences correction'}, 'yak count -t 48 -k 21 -b 37 -o k21.yak femal.illumina.reads.gz', 'yak count -t 48 -k 31 -b 37 -o k31.yak femal.illumina.reads.gz', 'nextPolish2 -t 48 -o curated.np2.fasta hifi_read.aln.bam curated.fasta k21.yak k32.yak', {'bold': 'Hi-C data analysis'}, 'juicer.sh -s DpnII -g hass -z curated.np2.fasta -t 60 -p chrom.sizes', {'bold': 'Busco analysis'}, 'busco -m genome -i genome.fasta -l insecta_odb10 -o busco_out --cpu 45 –offline', {'bold': 'HiFi reads mapping'}, 'minimap2 -t 48 -ax map-hifi genome.fasta hifi_reads.fastq.gz\u2009>\u2009hifi_read.aln.sam', {'bold': 'Transcript assembling'}, 'hisat2 -p 48 -q -x genome.index -1 $j.1.fq.gz -2 $j.2.fq.gz -S $j.sam', 'samtools view -bS -@ 10 -o $j.bam $j.sam', 'samtools sort -@ 10 -o $j.sorted.bam $j.bam', 'stringtie $j.sorted.bam -p 16 -o $j.gtf', 'ls *.gtf\u2009>\u2009gtf.list', 'taco_run -p 16 gtf.list', {'bold': 'Repeat annotation'}, 'EDTA.pl --genome genome.fa --cds transcript.cds --sensitive 1 --threads 45 --anno 1 --overwrite 1 --species others --force 1', 'RepeatMasker -lib repeat.lib -pa 48 -html -xsmall -gff genome.fa\u2009>\u2009repeatmasker.log', {'bold': 'Gene prediction'}, 'braker.pl --species\u2009=\u2009hass I am running a few minutes late; my previous meeting is running over.', '--genome\u2009=\u2009genome.fa.mod.MAKER.masked I am running a few minutes late; my previous meeting is running over.', '--bam rna.aln.bam \\', '--prot_seq\u2009=\u2009Arthropoda.10.pep.fa \\', '--gff3 --threads\u2009=\u200948 --workingdir\u2009=\u2009braker3_out --min_contig\u2009=\u200910000 --overwrite --addUTR\u2009=\u2009on', {'bold': 'Genome annotation'}, 'emapper.py -i pep.fa -o pep.fa --itype proteins --cpu 32 --excel --evalue 1.0e-5', 'pfam_scan.pl -fasta pep.fa -dir PfamScan/data/35.0 -outfile pfam_out.tbl -e_seq1.0e-5 -e_dom 1.0e-5 -cpu 8', 'blastp -query pep.fa -db tremble_invertebrates -evalue 1.0e-5 -num_threads 16 -out blastp.tremble.out -max_target_seqs. 1 -outfmt 6 -subject_besthit']",2024-05-06
0,Scientific Data,41597,10.1038/s41597-024-03320-1,The BELSAR dataset: Mono- and bistatic full-pol L-band SAR for agriculture and hydrology,20,5,2024,,"[{'sup': {'xref': {'@ref-type': 'bibr', '@rid': 'CR15', '#text': '15'}}, '#text': 'The codes used to produce the integrated dataset from SAR, vegetation and soil data have been uploaded to figshare along with it. These contain a number of tools that can be easily adapted and reused to use the BELSAR data for other purposes.'}, 'To rebuild the integrated dataset from the BELSAR-Campaign data, the contents of the ESA repository must first be downloaded. Then, running the following python command:', {'monospace': 'python integrated_dataset.py path_output path_radardata path_insitu'}, {'italic': ['path_output', 'path_radardata', 'path_insitu', 'RadarData', 'Insitu', 'in situ'], '#text': 'where , , and  are a user-defined path to a directory where output files will be written and the paths to  and , respectively, will extract zonal statistics from the SAR data and match them to the corresponding  vegetation and soil measurements andto generate the integrated dataset. For test purposes, this scripts can be run for one or a subset of SAR acquisitions by adding their indices, from 0 to 319, as arguments to the python command, e.g.,'}, {'monospace': 'python integrated_dataset.py path_output path_radardata path_insitu 319'}, 'for the last acquisition and', {'monospace': 'python integrated_dataset.py path_output path_radardata path_insitu 317 319'}, 'for the last three acquisitions.']",2024-05-20
